timestamp,Zone_A_gas_ppm,Zone_A_temperature_c,Zone_A_pressure_bar,Zone_A_worker_count,Zone_A_maintenance_active,Zone_A_permit_active,Zone_B_gas_ppm,Zone_B_temperature_c,Zone_B_pressure_bar,Zone_B_worker_count,Zone_B_maintenance_active,Zone_B_permit_active,Zone_C_gas_ppm,Zone_C_temperature_c,Zone_C_pressure_bar,Zone_C_worker_count,Zone_C_maintenance_active,Zone_C_permit_active,Reactor_Area_gas_ppm,Reactor_Area_temperature_c,Reactor_Area_pressure_bar,Reactor_Area_worker_count,Reactor_Area_maintenance_active,Reactor_Area_permit_active,Storage_Area_gas_ppm,Storage_Area_temperature_c,Storage_Area_pressure_bar,Storage_Area_worker_count,Storage_Area_maintenance_active,Storage_Area_permit_active,shift_change
2026-05-24 19:29:46.221372,3.21,32.78,4.94,4.24,0,0,0.0,88.81,6.35,4.7,0,0,3.81,56.38,6.49,5.3,1,0,0.59,100.22,3.47,2.19,0,0,0.0,30.11,2.68,2.57,0,0,0
2026-05-24 19:34:46.221372,3.05,66.49,2.56,5.08,0,0,2.3,55.05,2.19,3.24,0,0,0.0,101.91,7.41,2.41,0,0,5.91,43.3,8.0,3.97,0,0,0.0,120.0,6.65,3.19,0,0,0
2026-05-24 19:39:46.221372,2.94,86.45,4.85,2.1,1,0,1.85,91.73,5.65,6.21,0,0,0.0,65.56,6.04,0.38,0,1,0.0,62.95,2.36,2.37,0,0,0.0,81.53,3.9,1.91,0,1,0
2026-05-24 19:44:46.221372,0.0,54.56,2.02,5.0,0,0,2.22,63.44,1.92,3.49,0,0,4.7,56.07,2.29,1.98,0,0,0.49,67.53,5.29,6.84,0,0,1.8,68.64,5.03,2.43,0,0,0
2026-05-24 19:49:46.221372,2.32,54.52,6.56,2.27,0,0,3.16,94.67,4.91,6.55,0,0,0.49,39.14,3.9,3.77,0,0,1.93,54.06,7.66,0.48,0,0,4.58,57.97,1.0,3.03,0,0,0
2026-05-24 19:54:46.221372,5.08,55.8,4.73,4.74,1,0,0.0,97.4,4.46,1.6,0,0,2.46,62.86,3.2,3.16,0,0,0.0,50.86,5.45,5.45,0,0,0.1,78.49,3.25,2.84,0,1,0
2026-05-24 19:59:46.221372,1.95,54.32,2.5,6.23,0,0,2.55,102.54,5.96,1.9,0,0,0.0,10.0,6.79,1.95,0,1,0.0,62.57,4.71,5.76,0,0,2.44,98.33,7.21,0.0,0,0,0
2026-05-24 20:04:46.221372,6.02,117.42,3.46,0.05,0,0,4.31,44.38,4.77,4.4,0,0,2.9,83.96,5.49,5.02,0,0,0.03,84.34,3.54,5.55,0,0,0.18,79.05,2.82,3.0,0,0,0
2026-05-24 20:09:46.221372,3.58,109.77,2.15,3.5,0,0,4.56,102.25,4.22,4.97,0,0,5.16,98.69,4.33,2.0,0,0,1.25,79.9,1.24,5.09,0,0,4.19,95.32,5.09,0.0,0,0,0
2026-05-24 20:14:46.221372,0.47,86.41,5.86,3.91,1,0,3.87,117.42,3.3,0.91,0,0,0.91,85.58,6.41,3.44,0,1,0.96,74.73,2.42,2.84,0,0,4.4,56.3,6.24,1.17,0,0,0
2026-05-24 20:19:46.221372,1.77,57.05,8.0,0.0,1,0,0.0,110.4,6.29,3.16,0,0,1.17,69.84,4.45,0.88,0,0,3.05,59.25,4.32,3.66,0,0,1.37,105.47,4.41,3.35,0,0,0
2026-05-24 20:24:46.221372,6.69,59.38,6.79,6.12,0,0,0.0,107.31,4.12,0.62,0,0,0.94,27.02,2.75,5.02,1,1,0.69,82.88,3.09,7.12,0,0,4.55,70.49,5.35,3.52,0,0,0
2026-05-24 20:29:46.221372,0.28,50.94,4.54,4.97,0,0,2.08,51.95,4.05,3.66,0,1,6.51,78.53,1.75,2.23,0,0,0.0,77.47,6.37,2.54,0,0,3.47,10.0,6.51,2.74,0,0,0
2026-05-24 20:34:46.221372,4.15,90.51,5.84,3.21,1,0,2.66,91.87,6.33,2.28,0,0,2.42,94.35,3.65,3.0,0,0,7.68,80.29,7.94,4.45,0,0,0.21,60.58,2.86,1.51,0,1,0
2026-05-24 20:39:46.221372,0.0,97.1,4.08,1.37,1,0,0.95,92.09,2.21,4.45,0,0,1.99,53.69,3.67,2.87,0,0,0.03,64.61,5.71,0.94,0,1,2.72,50.52,6.16,3.68,0,0,0
2026-05-24 20:44:46.221372,2.56,42.3,6.02,1.71,0,0,0.0,35.87,6.97,0.0,0,0,0.0,66.17,3.29,7.28,0,0,0.79,60.67,2.57,1.88,0,0,0.97,83.72,5.83,0.41,0,0,0
2026-05-24 20:49:46.221372,1.64,59.26,1.68,2.15,0,0,2.49,70.31,3.37,3.88,0,0,3.87,92.78,8.0,0.8,0,0,2.34,104.21,4.85,2.11,0,1,3.42,42.35,4.91,0.46,0,0,0
2026-05-24 20:54:46.221372,0.07,94.05,1.69,3.69,0,0,5.49,43.31,4.64,5.23,0,0,4.08,49.32,6.46,1.77,0,0,0.0,106.9,6.97,3.84,0,0,1.27,118.24,5.32,2.79,0,1,0
2026-05-24 20:59:46.221372,0.02,72.76,4.12,2.26,0,0,2.25,66.78,3.22,4.16,1,0,4.23,36.07,6.94,3.05,0,0,1.8,95.26,8.0,10.04,0,0,6.62,61.59,1.89,6.25,1,0,0
2026-05-24 21:04:46.221372,3.56,29.16,4.33,4.95,0,0,0.79,51.96,5.03,2.93,0,0,2.29,55.35,4.49,3.72,0,0,2.47,72.44,5.67,3.68,0,0,0.47,32.26,5.6,4.56,0,1,0
2026-05-24 21:09:46.221372,0.89,79.54,3.53,0.0,0,0,2.71,108.88,1.95,3.82,0,0,0.0,120.0,3.78,5.84,0,0,0.0,55.01,7.18,4.27,1,0,2.55,67.95,3.35,3.26,0,0,0
2026-05-24 21:14:46.221372,3.61,85.75,3.6,1.7,0,0,2.68,44.8,2.91,2.86,0,1,0.0,82.03,4.15,3.4,0,0,5.27,57.6,2.52,2.01,0,0,2.49,117.4,3.21,4.14,0,0,0
2026-05-24 21:19:46.221372,0.46,82.03,2.99,2.0,0,0,0.0,66.82,3.92,4.88,0,0,0.0,10.0,2.73,4.14,0,0,5.39,102.54,6.06,4.86,0,0,0.37,93.46,4.11,3.49,0,0,0
2026-05-24 21:24:46.221372,0.0,61.3,3.83,0.0,0,1,1.7,107.13,3.19,0.1,0,0,0.0,83.74,2.41,3.12,0,0,3.36,42.49,6.88,3.83,0,0,2.48,65.49,7.5,3.14,0,0,0
2026-05-24 21:29:46.221372,1.99,94.82,3.71,4.32,0,1,0.94,53.96,3.15,3.48,0,0,3.88,94.13,7.18,3.32,0,0,3.35,73.41,7.31,4.35,0,0,3.68,66.45,4.75,5.37,0,0,0
2026-05-24 21:34:46.221372,0.74,91.21,5.73,0.68,0,0,0.0,47.32,8.0,1.46,0,0,1.32,119.49,5.49,4.6,0,0,0.0,112.69,3.82,2.69,1,0,0.86,69.72,5.9,1.17,0,0,0
2026-05-24 21:39:46.221372,0.0,81.28,4.28,4.89,0,0,1.15,59.3,4.9,1.31,0,1,0.0,66.44,3.58,6.14,0,0,7.51,58.51,4.28,6.24,0,1,0.0,63.55,3.62,3.57,0,0,0
2026-05-24 21:44:46.221372,0.0,88.74,4.19,2.33,0,1,2.66,63.54,3.46,5.18,0,0,0.0,55.02,4.54,0.96,0,1,4.19,53.33,6.01,5.09,0,0,0.0,91.19,1.16,6.61,0,0,0
2026-05-24 21:49:46.221372,1.75,80.21,2.33,2.27,0,0,6.95,85.0,6.71,7.39,0,0,0.27,120.0,4.13,1.93,1,0,0.52,70.99,2.39,3.78,1,0,0.0,120.0,7.45,3.49,0,0,0
2026-05-24 21:54:46.221372,3.97,83.99,5.01,3.9,0,0,5.46,113.94,3.18,1.79,0,0,6.43,48.42,4.45,0.6,0,1,2.41,81.76,5.3,4.49,0,1,3.31,97.15,5.34,7.34,0,1,0
2026-05-24 21:59:46.221372,6.04,44.02,2.58,2.19,0,0,2.17,51.54,3.74,1.07,0,1,4.76,46.59,8.0,0.81,1,0,1.65,46.19,6.07,2.43,0,0,3.86,36.83,4.36,5.62,0,0,0
2026-05-24 22:04:46.221372,3.26,111.11,4.92,2.22,0,0,6.4,64.3,5.01,3.1,0,1,1.89,84.05,3.1,1.62,1,0,6.05,91.0,3.56,3.92,0,0,1.89,102.1,3.62,4.28,0,0,0
2026-05-24 22:09:46.221372,8.09,82.53,7.46,0.82,0,0,3.71,95.72,5.64,2.9,0,0,1.07,57.79,6.93,5.43,0,1,0.0,53.66,1.0,1.78,0,1,0.0,109.38,3.65,3.22,1,1,0
2026-05-24 22:14:46.221372,0.0,103.68,3.96,2.87,0,0,0.0,38.45,1.87,4.4,0,0,0.0,95.57,2.38,0.71,1,0,0.0,78.78,4.02,5.09,0,0,1.81,97.8,4.26,1.02,0,1,0
2026-05-24 22:19:46.221372,3.91,106.04,5.37,3.83,0,0,1.43,39.3,5.87,1.83,0,0,4.66,60.05,3.73,4.55,0,0,4.52,82.82,4.14,4.23,0,0,5.06,60.16,6.32,5.74,0,0,0
2026-05-24 22:24:46.221372,0.66,65.41,3.87,4.1,1,0,0.66,40.73,6.25,0.25,0,0,0.0,26.2,4.82,4.84,0,0,5.99,112.33,5.99,0.11,0,0,2.54,58.24,6.52,0.63,0,0,0
2026-05-24 22:29:46.221372,2.15,63.87,6.49,3.69,0,0,0.0,65.83,4.46,4.34,0,0,3.14,93.81,3.9,3.12,0,0,1.75,41.27,3.6,1.82,0,0,0.27,82.56,2.29,5.43,0,0,0
2026-05-24 22:34:46.221372,1.8,120.0,3.04,0.58,0,0,0.96,69.27,4.49,4.79,0,0,4.14,81.53,2.35,0.04,0,0,0.56,34.55,5.57,2.0,0,0,0.0,81.66,5.35,3.97,0,0,0
2026-05-24 22:39:46.221372,1.75,71.02,4.39,0.38,0,0,0.0,112.99,4.86,2.86,0,0,0.0,66.6,2.31,1.02,0,0,0.0,60.54,2.07,4.83,0,0,0.98,42.41,6.41,2.96,0,0,0
2026-05-24 22:44:46.221372,1.09,40.91,5.1,0.7,0,0,5.38,120.0,7.54,3.13,0,1,3.39,74.77,2.7,1.22,0,0,0.0,39.38,2.51,2.81,0,0,0.0,85.13,4.21,4.15,0,1,0
2026-05-24 22:49:46.221372,7.07,46.91,2.92,7.16,0,0,3.23,103.36,2.93,0.0,0,1,0.0,108.49,7.48,3.25,0,0,4.41,13.48,4.47,1.63,0,0,3.09,105.2,5.15,0.17,0,0,0
2026-05-24 22:54:46.221372,1.01,94.39,2.63,0.34,0,0,0.2,107.73,7.09,0.99,0,0,3.47,35.97,3.53,0.73,0,0,1.14,93.72,3.95,1.39,0,0,0.0,65.74,5.47,5.08,0,0,0
2026-05-24 22:59:46.221372,2.86,40.85,5.52,4.97,0,0,0.0,93.15,3.59,5.87,0,0,2.5,78.5,1.0,1.86,0,0,7.6,68.4,3.94,5.41,0,0,4.99,77.1,4.11,2.2,0,0,0
2026-05-24 23:04:46.221372,3.15,99.27,2.85,2.73,0,0,1.12,73.86,3.27,3.88,0,0,1.38,54.59,2.44,1.68,0,0,1.25,80.47,1.0,3.07,1,1,2.63,78.06,8.0,1.84,0,0,0
2026-05-24 23:09:46.221372,3.78,40.49,5.55,2.7,0,0,1.92,76.47,4.68,1.35,0,0,3.44,91.48,4.79,2.68,0,0,0.0,118.58,6.64,1.67,0,0,0.54,52.57,2.41,4.87,0,0,0
2026-05-24 23:14:46.221372,0.14,43.57,3.87,2.49,1,0,0.18,82.86,3.51,2.15,0,0,0.81,42.86,3.7,3.71,0,0,4.29,83.07,5.9,1.05,0,1,5.31,93.02,1.34,3.77,1,0,0
2026-05-24 23:19:46.221372,1.29,59.09,4.64,3.88,0,0,6.11,58.61,4.96,0.0,0,0,0.0,62.14,3.24,0.29,0,0,5.19,83.62,5.66,7.9,0,0,3.7,120.0,5.4,4.26,0,0,0
2026-05-24 23:24:46.221372,0.0,96.66,4.42,3.33,0,1,0.69,120.0,5.19,0.47,0,1,5.53,87.82,1.78,0.15,0,0,3.08,80.92,2.9,6.04,0,0,4.49,90.22,4.92,1.82,0,0,0
2026-05-24 23:29:46.221372,3.18,94.33,1.26,2.36,0,0,5.0,32.1,8.0,3.77,0,0,3.72,104.05,2.55,3.87,0,0,1.16,100.53,6.7,3.15,1,0,1.07,78.27,4.05,0.02,0,0,0
2026-05-24 23:34:46.221372,2.79,120.0,1.0,2.67,0,1,3.75,77.43,2.38,1.73,0,0,0.0,114.29,5.07,6.15,0,0,0.19,58.52,4.78,7.27,0,0,5.17,42.26,5.39,0.0,1,0,0
2026-05-24 23:39:46.221372,2.02,62.52,2.41,0.82,1,0,5.06,85.19,3.59,0.48,1,0,0.04,120.0,3.25,1.63,0,0,3.06,79.93,2.61,2.02,0,0,4.2,52.97,4.17,0.58,0,0,0
2026-05-24 23:44:46.221372,3.1,86.27,4.63,1.65,0,0,2.55,85.46,2.83,3.19,0,0,1.71,120.0,8.0,3.5,0,1,1.35,101.56,1.0,3.89,0,0,1.64,71.27,5.59,5.77,0,0,0
2026-05-24 23:49:46.221372,3.44,86.25,2.92,5.12,0,0,2.0,75.62,4.74,3.56,0,0,0.17,77.15,8.0,0.0,1,0,5.66,88.11,3.47,3.86,0,0,0.71,119.97,5.71,6.26,0,1,0
2026-05-24 23:54:46.221372,0.76,120.0,2.54,0.93,0,0,0.0,95.61,3.88,0.71,0,0,3.81,53.72,8.0,3.26,1,0,4.95,68.15,4.24,3.64,0,0,5.7,72.27,7.24,1.78,0,0,0
2026-05-24 23:59:46.221372,6.38,35.61,4.03,5.45,0,0,0.0,62.13,2.44,2.81,0,0,5.25,69.05,3.17,3.1,0,0,0.97,94.94,3.59,4.97,0,0,2.7,69.16,2.82,0.92,0,0,0
2026-05-25 00:04:46.221372,3.54,96.31,6.06,4.6,0,0,3.3,61.36,1.0,5.59,0,0,4.32,116.36,2.67,1.85,0,0,1.88,10.0,5.36,2.22,0,0,2.6,48.17,4.56,4.73,0,0,1
2026-05-25 00:09:46.221372,2.66,93.92,6.71,3.94,0,0,0.33,110.38,5.61,7.02,0,0,0.65,71.17,2.32,1.06,0,0,4.28,104.45,3.39,5.21,0,0,6.25,120.0,4.92,4.19,0,0,1
2026-05-25 00:14:46.221372,3.51,33.35,3.33,1.02,1,0,3.12,105.53,3.3,4.74,0,0,0.0,38.73,6.58,2.39,0,0,2.08,53.69,6.94,1.83,0,0,3.03,33.15,4.99,2.1,0,0,1
2026-05-25 00:19:46.221372,4.05,94.11,5.71,1.46,0,0,5.61,62.56,4.36,3.5,1,0,5.67,44.99,4.2,3.17,0,1,5.08,82.59,5.61,2.6,0,0,1.4,54.92,7.42,4.62,0,0,1
2026-05-25 00:24:46.221372,0.12,84.69,3.69,4.08,0,0,0.0,86.67,1.31,1.22,0,0,0.0,108.3,3.66,1.93,0,0,3.88,44.85,3.52,3.66,1,0,2.28,114.72,2.52,3.44,0,0,1
2026-05-25 00:29:46.221372,0.54,67.4,4.03,5.75,0,0,0.0,76.66,4.65,1.87,0,1,1.0,53.31,5.91,0.0,0,0,0.0,14.81,5.74,0.41,0,0,0.0,95.75,3.81,5.1,0,0,1
2026-05-25 00:34:46.221372,3.54,87.24,1.0,0.13,1,0,1.74,69.39,4.19,3.58,0,0,5.05,50.0,3.47,2.9,0,0,4.21,38.56,5.15,0.65,0,0,0.0,48.11,3.77,0.0,0,0,0
2026-05-25 00:39:46.221372,0.0,81.22,2.12,3.64,0,0,0.1,23.95,3.48,0.59,0,0,3.65,120.0,4.12,1.82,0,0,0.0,97.96,4.0,2.39,0,1,1.56,44.92,6.22,1.39,0,0,0
2026-05-25 00:44:46.221372,5.67,74.3,6.61,0.24,0,0,0.0,55.04,4.43,4.22,0,0,0.0,52.32,2.58,3.81,0,0,0.0,111.15,5.39,0.9,0,0,0.48,84.21,5.66,6.81,0,0,0
2026-05-25 00:49:46.221372,3.02,84.05,4.48,4.58,0,0,2.13,32.18,1.89,1.23,0,0,1.25,47.77,1.61,4.11,0,0,3.63,74.66,3.06,3.73,0,0,5.02,81.23,1.99,1.26,0,0,0
2026-05-25 00:54:46.221372,3.92,66.36,7.11,3.82,1,0,0.0,85.63,4.64,2.87,0,1,0.17,111.57,3.96,4.08,1,0,0.0,120.0,2.89,6.15,0,1,2.42,25.42,5.96,3.0,0,0,0
2026-05-25 00:59:46.221372,0.0,63.54,3.4,0.8,0,0,6.44,107.35,4.68,1.65,0,0,1.42,15.76,6.29,3.9,0,0,3.3,55.46,5.78,2.48,0,0,1.14,57.05,5.61,3.01,0,0,0
2026-05-25 01:04:46.221372,0.0,45.77,5.63,0.0,0,0,3.94,52.84,1.0,3.44,0,0,1.64,96.21,4.5,4.34,0,0,0.58,71.66,1.0,0.32,0,0,1.78,69.99,3.24,2.73,0,1,0
2026-05-25 01:09:46.221372,4.3,73.94,6.08,5.38,0,1,0.0,56.18,3.94,3.3,0,0,2.74,95.99,1.0,4.9,0,0,2.39,101.97,8.0,1.73,0,0,5.23,86.1,4.67,4.37,0,0,0
2026-05-25 01:14:46.221372,2.57,62.8,5.55,3.02,0,0,5.24,82.88,3.5,0.73,0,0,5.64,106.13,3.25,1.14,0,0,4.45,75.47,5.39,1.73,0,0,2.99,92.37,2.05,6.21,0,0,0
2026-05-25 01:19:46.221372,1.08,34.68,3.16,4.48,0,0,2.92,54.56,6.11,3.61,0,0,1.81,40.55,6.02,5.1,0,0,0.88,69.37,4.75,0.85,0,0,0.0,117.77,6.68,1.77,0,0,0
2026-05-25 01:24:46.221372,4.68,95.13,1.0,4.06,0,0,0.0,10.0,3.6,3.53,0,0,2.88,75.41,2.56,1.0,0,0,0.0,56.07,5.2,3.93,0,0,1.4,114.4,1.15,1.32,0,0,0
2026-05-25 01:29:46.221372,6.81,69.28,5.6,5.49,0,0,0.0,46.13,5.61,2.75,0,0,2.64,69.68,4.18,4.13,0,0,0.62,97.07,4.19,4.62,0,0,6.0,112.89,1.18,8.54,0,0,0
2026-05-25 01:34:46.221372,2.12,93.35,2.53,2.16,0,0,2.62,21.23,1.0,5.36,0,0,2.32,98.26,5.34,2.0,0,0,0.0,38.27,2.23,2.46,0,0,0.0,94.98,8.0,3.75,0,0,0
2026-05-25 01:39:46.221372,3.29,64.9,5.62,4.81,0,0,2.25,102.09,2.83,0.91,0,0,5.15,103.14,3.85,4.39,0,0,3.34,54.78,5.77,2.29,0,0,4.57,41.47,4.38,7.39,0,0,0
2026-05-25 01:44:46.221372,0.0,107.09,4.11,2.09,0,0,5.63,98.6,5.54,5.04,0,0,0.0,90.39,4.57,4.27,0,0,0.69,67.89,3.65,2.71,0,0,1.83,32.04,3.95,5.51,0,1,0
2026-05-25 01:49:46.221372,5.86,37.07,3.59,3.56,0,0,0.71,58.01,4.5,3.22,0,0,0.0,86.25,1.39,4.18,0,0,0.99,86.51,4.81,0.84,0,0,3.47,41.55,2.63,4.26,0,0,0
2026-05-25 01:54:46.221372,4.32,91.66,3.45,2.53,0,1,1.66,102.57,2.14,5.43,0,1,0.0,119.33,4.99,2.26,1,1,1.64,90.34,4.97,3.04,1,0,1.84,73.68,6.83,0.0,0,1,0
2026-05-25 01:59:46.221372,2.81,100.32,6.16,2.3,0,0,5.5,55.28,4.56,3.19,0,0,5.34,98.77,4.49,4.59,0,0,2.14,42.83,6.72,2.83,0,0,1.54,39.87,3.54,4.21,0,0,0
2026-05-25 02:04:46.221372,1.27,68.03,3.06,4.07,0,0,4.49,71.08,4.26,2.49,0,0,1.11,83.69,6.78,3.24,0,0,3.79,117.22,4.36,1.66,0,0,3.08,91.02,6.23,4.45,0,0,0
2026-05-25 02:09:46.221372,4.39,102.76,5.28,1.82,0,0,7.41,90.03,5.13,5.02,1,0,2.85,71.57,3.1,4.19,0,0,0.32,58.83,5.54,3.2,1,0,4.26,118.92,3.81,2.17,1,0,0
2026-05-25 02:14:46.221372,0.43,84.95,7.35,3.76,0,0,2.69,120.0,6.14,0.79,0,0,0.0,19.35,5.51,2.85,0,0,0.0,50.6,4.06,5.04,0,0,0.06,72.41,6.51,3.61,0,0,0
2026-05-25 02:19:46.221372,3.35,66.3,4.81,5.49,0,0,1.79,80.9,5.39,2.96,0,0,0.3,73.74,6.12,1.96,0,0,2.44,15.66,3.98,0.0,0,1,5.62,80.51,4.73,1.5,0,0,0
2026-05-25 02:24:46.221372,3.12,59.49,3.77,5.61,0,0,0.0,95.36,1.0,3.02,0,0,0.0,97.4,1.56,4.46,0,0,0.46,51.95,4.76,0.67,0,0,2.92,37.5,4.82,7.63,0,0,0
